#,,,"generated_by='OpenQuake engine 3.18.0', start_date='2025-04-21T21:20:51', checksum=3157382948, kind='mean', investigation_time=1.0, imt='AvgSA'"
lon,lat,depth,poe-0.4875000
-122.33900,47.59600,0.00000,8.408061E-05
