#,,,"generated_by='OpenQuake engine 3.18.0', start_date='2025-04-21T18:03:35', checksum=3964000036, kind='mean', investigation_time=1.0, imt='AvgSA'"
lon,lat,depth,poe-0.4875000
-122.33900,47.59600,0.00000,3.093183E-04
