#,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.18.0', start_date='2025-04-21T16:01:47', checksum=2537077840, kind='mean', investigation_time=1.0, imt='AvgSA'"
lon,lat,depth,poe-0.0050000,poe-0.0071083,poe-0.0101055,poe-0.0143666,poe-0.0204243,poe-0.0290363,poe-0.0412796,poe-0.0586853,poe-0.0834303,poe-0.1186091,poe-0.1686212,poe-0.2397211,poe-0.3408007,poe-0.4845011,poe-0.6887933,poe-0.9792265,poe-1.3921222,poe-1.9791175,poe-2.8136222,poe-4.0000000
-122.33900,47.59600,0.00000,1.075954E-01,8.509444E-02,6.582166E-02,4.969147E-02,3.647472E-02,2.593040E-02,1.781784E-02,1.183883E-02,7.609733E-03,4.715492E-03,2.794294E-03,1.570512E-03,8.317578E-04,4.097638E-04,1.822512E-04,7.010445E-05,2.231196E-05,5.687266E-06,1.147389E-06,1.490116E-07
