#,,,"generated_by='OpenQuake engine 3.18.0', start_date='2025-04-21T21:23:14', checksum=2770065188, kind='mean', investigation_time=1.0, imt='AvgSA'"
lon,lat,depth,poe-0.4875000
-122.33900,47.59600,0.00000,1.111627E-05
