#,,,"generated_by='OpenQuake engine 3.18.0', start_date='2025-04-27T21:09:54', checksum=3468586504, kind='mean', investigation_time=1.0, imt='AvgSA'"
lon,lat,depth,poe-0.7657000
-122.33900,47.59600,0.00000,2.762675E-05
