#,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.18.0', start_date='2025-04-26T19:55:51', checksum=2163958946, kind='mean', investigation_time=1.0, imt='AvgSA'"
lon,lat,depth,poe-0.0050000,poe-0.0071083,poe-0.0101055,poe-0.0143666,poe-0.0204243,poe-0.0290363,poe-0.0412796,poe-0.0586853,poe-0.0834303,poe-0.1186091,poe-0.1686212,poe-0.2397211,poe-0.3408007,poe-0.4845011,poe-0.6887933,poe-0.9792265,poe-1.3921222,poe-1.9791175,poe-2.8136222,poe-4.0000000
-122.33900,47.59600,0.00000,1.638123E-01,1.354149E-01,1.087917E-01,8.500672E-02,6.462242E-02,4.775098E-02,3.422430E-02,2.373876E-02,1.590702E-02,1.026933E-02,6.345846E-03,3.717099E-03,2.050764E-03,1.065278E-03,5.173955E-04,2.274963E-04,8.561592E-05,2.600238E-05,6.099520E-06,1.067913E-06
