2.554302294601483170e-01,2.486422867011190418e-01,2.332010384724095831e-01,2.183797660634521909e-01,2.042172113612529261e-01,1.900342196199634737e-01,1.757994235216928935e-01,1.614102118056239543e-01,1.468363093325800173e-01,1.319027785142961873e-01,1.166196335898546516e-01,1.009140259414143120e-01,8.528607589433109815e-02,6.989680338323914222e-02,5.493021325160227925e-02,4.060480184864468517e-02,2.705504953905690096e-02,1.438383258975808876e-02,2.735401554049395056e-03,-7.773695479635418792e-03,-1.697992597565511907e-02,-2.468837628163390516e-02,-3.077961531002198700e-02,-3.513182977933045070e-02,-3.761116829110109500e-02,-3.809853212760307140e-02,-3.732273558536595981e-02,-3.555010760012410759e-02,-3.260899154551648998e-02,-2.844690568108866960e-02,-1.181707793803496720e-01
2.486422867011190418e-01,2.556851797113154912e-01,2.400093646100157629e-01,2.249485285274104851e-01,2.105441404208306944e-01,1.960970004721977189e-01,1.815744145161801715e-01,1.668701256263990518e-01,1.519549132585939211e-01,1.366440194249662343e-01,1.209475039043060585e-01,1.047878608649294024e-01,8.868180423726870765e-02,7.279580777659133695e-02,5.732101295537007229e-02,4.248456481637131327e-02,2.842725505389602503e-02,1.525676055315417640e-02,3.124919013764493325e-03,-7.845699370713360432e-03,-1.748289161313220513e-02,-2.558074284488060651e-02,-3.201136179939880616e-02,-3.664418364700238601e-02,-3.933591487671062037e-02,-3.995911803724032374e-02,-3.928918765573048005e-02,-3.760882473323116232e-02,-3.493525701052494631e-02,-3.127555313794901093e-02,-1.184189459650879100e-01
2.332010384724095831e-01,2.400093646100157629e-01,2.547962333843623028e-01,2.394124210316759815e-01,2.246627865549402914e-01,2.098033897925473956e-01,1.947971884248775598e-01,1.795284869737407973e-01,1.639740972861801760e-01,1.479194451588224102e-01,1.313745918147885827e-01,1.142480807146355470e-01,9.709320441651338174e-02,8.008808764323140095e-02,6.344071047645578887e-02,4.739827503524460250e-02,3.211744878096076117e-02,1.771745522854942939e-02,4.370368034821457692e-03,-7.785710631927428294e-03,-1.855524118100006226e-02,-2.770167228963318212e-02,-3.507230703629608815e-02,-4.051036133970042918e-02,-4.384411454069542247e-02,-4.492145589623044999e-02,-4.466894149253321233e-02,-4.342364289113971598e-02,-4.120263601771852885e-02,-3.801081138235145457e-02,-1.189165139353223349e-01
2.183797660634521909e-01,2.249485285274104851e-01,2.394124210316759815e-01,2.548276496736240904e-01,2.396882644626734948e-01,2.243679606635000101e-01,2.088250442761491743e-01,1.929339300040659733e-01,1.766794043985078777e-01,1.598143115373670542e-01,1.423498807841406255e-01,1.241806849077573410e-01,1.058988597294005518e-01,8.769548766345643120e-02,6.979723753850107515e-02,5.247278881837945386e-02,3.589642961165934176e-02,2.020025739996232639e-02,5.578819050742339636e-03,-7.812444477310012680e-03,-1.975209879500972043e-02,-2.996986354398477326e-02,-3.828566266710311389e-02,-4.451334006549466371e-02,-4.844921993874561073e-02,-4.991362684061199928e-02,-5.000501456405564288e-02,-4.912288684230053937e-02,-4.728443165418818456e-02,-4.449263108247928505e-02,-1.198709405011410545e-01
2.042172113612529261e-01,2.105441404208306944e-01,2.246627865549402914e-01,2.396882644626734948e-01,2.559474344390749723e-01,2.401013657376852017e-01,2.239514779019597945e-01,2.073616560138796527e-01,1.903267155738595506e-01,1.725636157731891829e-01,1.540859702581165447e-01,1.347741620874688961e-01,1.152622584283593959e-01,9.575589096798943489e-02,7.650264280304526487e-02,5.779450934247144789e-02,3.982547033097814937e-02,2.274206757619223751e-02,6.763955059556001070e-03,-7.933968700692475839e-03,-2.110136173596804943e-02,-3.243054916050130965e-02,-4.171106332229063823e-02,-4.872374690545935166e-02,-5.322891921630734657e-02,-5.501599986307988827e-02,-5.537893212434998047e-02,-5.478876521156775259e-02,-5.326308319822443266e-02,-5.080322180922865194e-02,-1.213875226847282857e-01
1.900342196199634737e-01,1.960970004721977189e-01,2.098033897925473956e-01,2.243679606635000101e-01,2.401013657376851740e-01,2.564613711522820694e-01,2.396743997851594477e-01,2.223500995355845167e-01,2.044955356284626213e-01,1.857889174546968059e-01,1.662474823746444563e-01,1.457374411297013284e-01,1.249364512642301556e-01,1.040658509756399314e-01,8.339587702761971921e-02,6.324306665291298812e-02,4.382281817534285084e-02,2.529742518232787341e-02,7.913924786221188112e-03,-8.131496302390878173e-03,-2.255698105544941268e-02,-3.501428018449520563e-02,-4.525979949773471789e-02,-5.303801176857911304e-02,-5.806946419328289782e-02,-6.010959297885212771e-02,-6.066997018861224056e-02,-6.030179747339081686e-02,-5.902330110965156584e-02,-5.683442614842129648e-02,-1.231431206553575547e-01
1.757994235216928935e-01,1.815744145161801715e-01,1.947971884248775598e-01,2.088250442761491743e-01,2.239514779019597945e-01,2.396743997851594477e-01,2.560327167916100488e-01,2.379362834629362711e-01,2.192207460755440374e-01,1.995225263175396391e-01,1.788637861265895967e-01,1.570965677663746507e-01,1.349438856617537486e-01,1.126440072896082306e-01,9.049166259943848545e-02,6.882923358810187631e-02,4.789536448931197565e-02,2.786948348266293785e-02,9.028419675667573308e-03,-8.408415505897229303e-03,-2.412489003241569119e-02,-3.772881147866845308e-02,-4.894056162893707651e-02,-5.746467880884163770e-02,-6.297795289401167396e-02,-6.519857870167056202e-02,-6.587916015070378883e-02,-6.566014481983116491e-02,-6.456065866454321900e-02,-6.257952145090947549e-02,-1.251453323556785402e-01
1.614102118056239543e-01,1.668701256263990518e-01,1.795284869737407973e-01,1.929339300040659733e-01,2.073616560138796527e-01,2.223500995355845167e-01,2.379362834629362711e-01,2.540547490839991651e-01,2.344482508882748673e-01,2.137220347276491961e-01,1.919044099836204054e-01,1.688331694404534011e-01,1.452782307112431837e-01,1.214958840122695033e-01,9.780704379219705424e-02,7.458115355152467041e-02,5.208183527335569218e-02,3.050693869628016974e-02,1.016539754573439480e-02,-8.698344621355824646e-03,-2.573131496340656799e-02,-4.049420467820273595e-02,-5.266847453291170766e-02,-6.191523223163562795e-02,-6.786363181154420054e-02,-7.019148340259344365e-02,-7.091518927074866308e-02,-7.077332634335042894e-02,-6.978614904653653028e-02,-6.795161919168843379e-02,-1.264247986499441312e-01
1.468363093325800173e-01,1.519549132585938933e-01,1.639740972861801760e-01,1.766794043985078777e-01,1.903267155738595506e-01,2.044955356284626213e-01,2.192207460755440374e-01,2.344482508882748673e-01,2.502918491559612546e-01,2.285583357367356183e-01,2.055989928222757834e-01,1.812357946653354035e-01,1.562871106129100629e-01,1.310274266746723204e-01,1.058043257539853232e-01,8.101545313853120156e-02,5.695022376653458007e-02,3.382525398364188973e-02,1.198281704428524885e-02,-8.307220595384884332e-03,-2.665459902510897150e-02,-4.257186195961676356e-02,-5.569900906841319943e-02,-6.565156855965102733e-02,-7.200903002690788035e-02,-7.440740247841598487e-02,-7.513811652353805104e-02,-7.504251101277141511e-02,-7.414186012332195375e-02,-7.243343318496647809e-02,-1.173080466281620909e-01
1.319027785142961873e-01,1.366440194249662343e-01,1.479194451588224102e-01,1.598143115373670542e-01,1.725636157731891829e-01,1.857889174546968059e-01,1.995225263175396113e-01,2.137220347276491961e-01,2.285583357367356183e-01,2.434946289843110678e-01,2.194088169649062170e-01,1.937662737175963046e-01,1.674338962344975590e-01,1.407047571305973521e-01,1.139539108557844627e-01,8.760770921013358303e-02,6.198239223942941800e-02,3.731403631958599143e-02,1.397975396186892927e-02,-7.724154895830309675e-03,-2.736875686159756516e-02,-4.441661749752590094e-02,-5.846400058087641849e-02,-6.907825928484916111e-02,-7.578642413178911241e-02,-7.818054864967832751e-02,-7.884368658142115738e-02,-7.872659558650163536e-02,-7.785168574368925287e-02,-7.621580733455726731e-02,-1.077325066312607993e-01
1.166196335898546516e-01,1.209475039043060446e-01,1.313745918147885827e-01,1.423498807841406255e-01,1.540859702581165447e-01,1.662474823746444563e-01,1.788637861265895967e-01,1.919044099836204054e-01,2.055989928222757834e-01,2.194088169649062170e-01,2.332242371382672874e-01,2.063767467677840028e-01,1.787338238451584016e-01,1.506066458733623381e-01,1.223973853178857429e-01,9.456107257604640104e-02,6.744086901044527016e-02,4.129215511627162827e-02,1.652725886736841621e-02,-6.531294126607467554e-03,-2.741632036367935843e-02,-4.554054845923505290e-02,-6.045499592830008706e-02,-7.167764566869869181e-02,-7.868202911119172305e-02,-8.101567711697846286e-02,-8.155941561093006664e-02,-8.137622660095300553e-02,-8.048955079124939238e-02,-7.889604397054957030e-02,-9.759251907378529989e-02
1.009140259414143120e-01,1.047878608649294024e-01,1.142480807146355470e-01,1.241806849077573410e-01,1.347741620874688961e-01,1.457374411297013284e-01,1.570965677663746507e-01,1.688331694404534011e-01,1.812357946653354035e-01,1.937662737175963046e-01,2.063767467677840028e-01,2.185300092150219420e-01,1.897402792341050248e-01,1.603789956949326079e-01,1.308736282696308650e-01,1.017065062207563875e-01,7.324654646601549968e-02,4.576728533407567467e-02,1.971510402988327360e-02,-4.562778607461182023e-03,-2.656329299884072070e-02,-4.565181060599551865e-02,-6.133414482695009884e-02,-7.307960673910221527e-02,-8.030934026176153595e-02,-8.252765753816160288e-02,-8.290718980977984653e-02,-8.262146927819123687e-02,-8.169472464356153374e-02,-8.012363832562696686e-02,-8.672587653750091219e-02
8.528607589433109815e-02,8.868180423726870765e-02,9.709320441651338174e-02,1.058988597294005518e-01,1.152622584283593821e-01,1.249364512642301556e-01,1.349438856617537486e-01,1.452782307112431837e-01,1.562871106129100629e-01,1.674338962344975867e-01,1.787338238451584016e-01,1.897402792341050248e-01,2.008300123436080886e-01,1.703375017451689843e-01,1.396377013879174511e-01,1.092398078230932268e-01,7.953798336064882291e-02,5.082326191684699568e-02,2.357567691850645519e-02,-1.833795298156692954e-03,-2.486770532320983773e-02,-4.484547853384393545e-02,-6.122698769799772567e-02,-7.343275625456580080e-02,-8.083176540672862287e-02,-8.288564242881160671e-02,-8.305766262005498390e-02,-8.263199477638608070e-02,-8.163346406032465086e-02,-8.005899977445293803e-02,-7.547081549727494010e-02
6.989680338323914222e-02,7.279580777659133695e-02,8.008808764323138707e-02,8.769548766345643120e-02,9.575589096798943489e-02,1.040658509756399314e-01,1.126440072896082306e-01,1.214958840122695033e-01,1.310274266746723204e-01,1.407047571305973521e-01,1.506066458733623381e-01,1.603789956949326079e-01,1.703375017451689843e-01,1.805238186009879842e-01,1.487552169465235219e-01,1.172503762675757288e-01,8.642775332041249814e-02,5.659483055411337893e-02,2.826434193274701689e-02,1.829513334166477101e-03,-2.214018190247196705e-02,-4.292057884144173663e-02,-5.992531938352163579e-02,-7.252676897627022279e-02,-8.004288265919298762e-02,-8.189394331837823726e-02,-8.182729353976717079e-02,-8.123580647967564017e-02,-8.014461620815453713e-02,-7.855109347296669597e-02,-6.387143949376360152e-02
