#,,,"generated_by='OpenQuake engine 3.18.0', start_date='2025-04-27T08:24:34', checksum=368537096, kind='mean', investigation_time=1.0, imt='AvgSA'"
lon,lat,depth,poe-0.7657000
-122.33900,47.59600,0.00000,2.979487E-04
